addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:unit,address,alt_name,amenity,amenity_1,atm,capacity,contact:email,contact:phone,contact:website,cooperative,craft,cuisine,cuisine_1,delivery,denomination,diet:vegan,diet:vegetarian,disused:contact:phone,disused:contact:website,disused:opening_hours,drive_in,ele,email,entrance,fax,food,former:name,gnis:county_id,gnis:created,gnis:edited,gnis:feature_id,gnis:state_id,happy_hours,historic:name,historical:name,internet_access,internet_access:fee,lat,lon,microbrewery,min_age,name,name_1,name_2,name_3,note,old_name,opening_hours,operator,organic,outdoor_seating,payment:bitcoin,phone,religion,shop,smoking,source_1,takeaway,toilets,url,website,wheelchair,wifi,wikipedia
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7649556,-122.2423988,,,Hong Kong City Seafood Restaurant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7652292,-122.2421816,,,Toomie's Thai Cuisine,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7653888,-122.2422373,,,China House Restaurant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7655018,-122.2425144,,,Lostweekend Lounge,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7655666,-122.242668,,,Johnathan's Sandwich House,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7658659,-122.2426242,,,Zen Asian Fusion Tapas and Lounge,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7657624,-122.2424008,,,American Oak,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7655873,-122.2420425,,,Cafe Fudgelato,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7656721,-122.2417885,,,Ole's Waffle Shop,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.765865,-122.2416379,,,Island Taqueria,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7659141,-122.2415877,,,Churchward Pub,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7666764,-122.2416321,,,Gim's Chinese Kitchen,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7670727,-122.240625,,,Central Vegetarian Cuisine,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7678495,-122.2400247,,,McGee's Bar and Grill,,,,,,,,,,,,,,,,,,,,,,
Alameda,,,1650,94501,,Park Street,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.7679143,-122.2394871,,,Ching Hua Chinese Restaurant,,,,,,,,,,,1-510-522-8777,,,,,,,,http://www.chinghuaonpark.com/,,,
Alameda,,,1650,94501,,Park Street,,,,restaurant,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,37.7676379,-122.2395458,,,Sushi King,,,,somewhere in the Marketplace building,,,,,,,1-510-523-9888,,,,,,,,sushiking-alameda.com,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.814396,-122.2681395,,,Off the Hook Seafood & Super Burritos,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8120004,-122.2647374,,,New Lakeside Chinese Restaurant,,,,,,,,,,,,,,,,,,,,limited,,
,,,,,,,,,,restaurant,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,37.8120173,-122.2648339,,,El Burrito Gordo,,,,,,,,,,,,,,,,,,,,limited,,
,,,,,,,,,,restaurant,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,37.8120343,-122.2649438,,,Soprano's Pizza Pasta & Grill,,,,,,,,,,,,,,,,,,,,yes,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8817265,-122.26981,,,Lo Coco's,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1475,,,Shattuck Avenue,,,,restaurant,,,,,,,,,jewish,,,,,,,,,no,,,,,,,,,,,,,,,,,37.880694,-122.269008,no,,Saul's Deli,,,,,,,,,yes,,,,,no,,yes,,,http://www.saulsdeli.com/,yes,,
Berkeley,,,1463,,,Shattuck Avenue,,,,restaurant,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,37.880923,-122.269035,,,Toyo,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8798086,-122.269013,,,Kirala 2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8798458,-122.2688582,,,Ciao Bella Gelato,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8798656,-122.2689216,,,Picoso,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8798563,-122.269013,,,Soop,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,37.8797331,-122.2690006,,,Mint Leaf,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8796544,-122.2690441,,,César,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1517,94709,,Shattuck Avenue,,,,restaurant,,,,,,,,,california,,,,,,,,,no,,,,,,,,,,,,,,,,,37.8795958,-122.26897,no,,Chez Panisse,,,,,,Mo-Tu 11:30-22:30; Fr-Sa 11:30-23:30,,,,,+15105485049,,,no,,,,,www.chezpanisse.com,,,en:Chez Panisse
Berkeley,,,1512,,,Shattuck Avenue,,,,restaurant,,,,,,,yes,,pizza,,,,,,,,,no,,,,,,,,,,,,,,,,,37.87986,-122.269469,no,,Cheeseboard Pizza,,,,,,,,,yes,,,,,no,,yes,,,http://cheeseboardcollective.coop/,yes,,
Berkeley,,,1600,,CA,Shattuck Avenue,,,,restaurant,,,,,,,,,burger,,,,,,,,,no,,,,,,,,,,,,,,,,,37.878223,-122.269441,no,,Barney's Gourmet Hamburgers,,,,Suite 112,,,,,yes,,,,,no,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8770733,-122.2691647,,,Da Lian Restaurant,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1686,,,Shattuck Avenue,,,,restaurant,,,,,,,,,japanese,,,,,,,,,no,,,,,,,,,,,,,,,,,37.8768171,-122.2691238,no,,Cha Ya Japanese Cuisine,,,,,,,,,no,,,,,no,,yes,,,,yes,,
Berkeley,,,1685,,,Shattuck Avenue,,,,restaurant,,,,,,,,,french,,,,,,,,,,,,,,,,,,,,,,,,,,37.8767394,-122.2687078,,,Poulet,,,,,,Mo-Fr 10:00-20:00;Sa 10:00-19:00,,,,,+1 510 8455932,,,no,,yes,,,http://www.pouletdeli.com/,,,
,,,,,,,,,,restaurant,,,,,,,,,indian,,,,,,,,,no,,,,,,,,,,,,,,,,,37.876464,-122.269079,no,,Taste of the Himalayas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,thai,,,,,,,,,no,,,,,,,,,,,,,,,,,37.8763927,-122.269062,no,,Thai Delight,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,37.8752578,-122.2689252,,,Party Sushi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8751541,-122.2689132,,,The Oriental Restaurant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,37.8750524,-122.2689024,,,Corso Trattoria,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,french,,,,,,,,,no,,,,,,,,,,,,,,,,,37.874071,-122.268376,no,,Liaison,,,,,,,,,yes,,,,,no,,,,,,yes,,
,,,,,,,,,,restaurant,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,37.873196,-122.268714,,,The Noodle Company,,,,,,11:00-01:30,,,,,,,,,,,,,,,,
Berkeley,US,,1986,94704,CA,Shattuck Avenue,,,,restaurant,,,,,,,,,mediterranean,,,,,,,,,no,,,,+1 510 5409996,,,,,,,,,,,,,37.872546,-122.2686471,no,,Turkish Kitchen,,,,,,Su-Th 11:00-22:00;Fr-Sa 11:00-23:00,,,no,,+1 510 5409997,,,no,,yes,,,http://turkishkitchenberkeley.com/,yes,,
Berkeley,US,,1958,94704,CA,Shattuck Avenue,,,,restaurant,,,,,,,,,thai,,,,,,,,,no,,,,,,,,,,,,,,,,,37.8727493,-122.2686723,no,,Bangkok Noodle & Thai BBQ,,,,,,,,,no,,+1 510 5491958,,,no,,yes,,,,yes,,
,,,1981,,,Shattuck Avenue,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8725627,-122.2682198,,,Zatar,,,,,,,,,,,,,,,,,,,http://www.zatarcatering.com/,,,
Berkeley,,,2101,,,Shattuck Avenue,,,,restaurant,,,,,,,,,indian,,,,,,,,,no,,,,,,,,,,,,,,,,,37.872355,-122.26818,no,,Tikka Korner,,,,,,,,,no,,,,,no,,yes,,,http://tikkakorner.com/,yes,,
Berkeley,US,,2109,,CA,Cedar Street,,,,restaurant,,,,,,,,,french,,,,,,,,,no,,,,,,,,,,,,,,,,,37.8785742,-122.2685875,no,,Grégoire,,,,,,07:00-21:00,,,,,+1 510 8831893,,,no,,,,,gregoirerestaurant.com,,,
Berkeley,US,,,,CA,Shattuck Avenue,,,,restaurant,,,,,,,,,thai;lao,,,,,,,,,no,,,,,,,,,,,,,,,,,37.8786019,-122.2689054,no,,Dara,,,,,,,,,,,,,,no,,,,,http://www.dararestaurant.com/,,,
,,,,,,,,,,restaurant,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,37.8786643,-122.2689271,,,Cha-Am,,,,,,,,,,,+15108489664,,,,,,,,www.chaamberkeley.com,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8723755,-122.2680479,,,Makris Cafe,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8799973,-122.2684084,,,Chester's Bayview Café,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Euclid Avenue,,,,restaurant,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,37.8755667,-122.2606291,,,La Burrita,,,,,,,,,,,,,,,,,,,,yes,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8753367,-122.2597989,,,Peppermint Grill,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8753534,-122.2596926,,,TC Garden,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8754617,-122.2597197,,,Camille,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,korean,,,,,,,,,,,,,,,,,,,,,,,,,,37.8755121,-122.2598263,,,Gomnaru,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8754473,-122.2598384,,,Aki's,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,37.8754268,-122.2598567,,,ChiangLai,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Euclid Avenue,,,,restaurant,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,37.8758594,-122.2601321,,,Jasmine,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Euclid Avenue,,,,restaurant,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,37.8755541,-122.2600854,,,Celia's,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1839,,,Euclid Avenue,,,,restaurant,,,,,,,,,American; Mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,37.875613,-122.260097,,,Bongo Burger,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Euclid Avenue,,,,restaurant,,,,,,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,37.8756956,-122.2601117,,,Stuffed Inn,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1897,,,Solano Avenue,,,,restaurant,,,,,,,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,37.8916279,-122.2773181,,,Jerusalem Organic Kitchen,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1892,,,Solano Avenue,,,,restaurant,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,37.8913027,-122.277372,,,Bangkok Jam,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1888,,,Solano Avenue,,,,restaurant,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,37.8912894,-122.277459,,,Ajanta,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1889,,,Solano Avenue,,,,restaurant,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,37.8916057,-122.277543,,,Khana Peena,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1881,,,Solano Avenue,,,,restaurant,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,37.8916007,-122.27781,,,Cactus Taqueria,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1853,,,Solano Avenue,,,,restaurant,,,,,,,,,pizza,,,,,,,,,no,,,,,,,,,,,,,,,,,37.891561,-122.278645,no,,Zachary's Chicago Pizza,,,,,,Su-Th 11:00-21:30;Fr-Sa 11:00-22:30,,,no,,+1 510 5255950,,,no,,yes,,,http://zacharys.com/berkeley.html,yes,,
,,,,,,,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8914523,-122.2807633,,,Kirin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.891342,-122.2821852,,,Vanessa's Bistro,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,1707,,,Solano Avenue,,,,restaurant,,,,,,,,,american,,,,,,,,,no,,,,,,,,,,,,,,,,,37.891337,-122.28237,,,Riveter,,,,,,,,,,,,,,no,,,,,http://www.therivetercafe.com/,,,
,,,,,,,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8913597,-122.2825387,,,King Tsin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8913623,-122.2827347,,,Miyuki,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8912799,-122.2833646,,,Bui,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,37.891285,-122.283432,,,Sushi Sho,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8912194,-122.2845352,,,Kyoto,,,,,,,,,,,,,,,,,,,http://www.kyotosushiberkeley.com/,,,
,,,,,,,,,,restaurant,,,,,,,,,tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,37.8912019,-122.2847024,,,Nomad,,,,,,,,,,,,,,,,,,,http://nomadtibetan.com/,,,
,,,1591,,,Solano Avenue,,,,restaurant,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,37.8912006,-122.2847877,,,Barney's,,,,,,,,,,,,,,,,,,,http://www.barneyshamburgers.com/,,,
,,,,,,,,,,restaurant,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,37.8911843,-122.285385,,,Taqueria Talavera,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8911222,-122.2862919,,,Rivoli,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,latin_american;tapas,,,,,,,,,,,,,,,,,,,,,,,,,,37.8910632,-122.287326,,,Fonda,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,37.8910385,-122.2875806,,,Sunny Side Up,,,,,The Sunnyside Cafe,,,,,,,,,,,,,,http://www.sunnysideupcafe.net,,,
,,,,,,,,,,restaurant,,,,,,,,,indian;pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,37.8910501,-122.287661,,,House of Curries,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8910256,-122.2878807,,,Bistro 1491,,,,,,,,,,,,,,,,,,,,,,
,,,1477,,,Solano Avenue,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8909975,-122.2883789,,,Renee's Place,,,,,,,,,,,,,,,,,yes,,http://www.reneesplacerestaurant.com,,,
,,,,,,,,,,restaurant,,,,,,,,,korean,,,,,,,,,,,,,,,,,,,,,,,,,,37.891002,-122.2882811,,,Bowl'd,,,,,,,,,,,,,,,,,,,,,,
