latitude,longitude
36.900232,-93.932076
34.0282,-117.0489
25.8934,-80.1758
42.298916,-87.954627
40.431514,-79.922469
25.8963,-80.3063
43.658836,-70.257359
33.412946,-111.825234
40.684229,-73.9353
35.251,-90.0296
44.767471,-85.590212
40.0726,-75.1706
32.608102,-117.030502
43.633,-116.2951
28.044291,-81.894742
39.71462,-104.974604
42.337304,-71.143632
34.10132,-118.103254
33.416672,-111.908653
33.708892,-116.23394
42.34392,-71.089965
42.381622,-71.12092
44.967121,-93.263605
41.854233,-87.622151
40.675402,-73.871915
36.323601,-119.292247
38.907934,-77.034564
42.34359,-71.116553
47.712179,-117.454318
43.443778,-96.837743
33.4743,-117.6964
36.292351,-76.221514
38.879007,-77.196593
42.371638,-71.077953
37.581387,-122.377923
26.260613,-80.225172
36.038628,-115.112691
39.190779,-76.848657
40.671638,-73.950334
37.4673,-122.1388
37.403959,-121.928321
44.9927,-123.0167
38.656002,-121.512051
31.3098,-89.3775
32.2733,-110.7658
38.814817,-104.783177
34.416788,-103.213034
47.649461,-117.389744
36.071597,-79.493313
33.420231,-111.568522
36.1128,-115.2801
26.4564,-80.1054
39.003858,-76.900089
26.301484,-98.210618
42.368628,-71.097765
40.454875,-79.931557
37.018847,-121.521324
47.256267,-122.457025
42.00551,-87.661365
36.512076,-82.444488
29.9583,-82.1185
42.359368,-71.065048
29.6562,-98.4967
42.518544,-92.458815
39.647587,-105.116741
38.6438,-77.3451
40.79731,-73.934456
40.10675,-88.245083
33.574939,-112.093964
41.898435,-87.624296
38.9367,-76.994
35.230288,-80.683648
36.2455,-82.8238
47.1043,-123.0552
39.6123,-104.8799
33.191101,-117.260066
41.994971,-87.682774
42.677766,-89.016531
41.57285,-74.483194
39.175047,-86.543797
36.903372,-121.747398
33.528411,-117.769383
39.0154,-95.7469
38.734193,-89.89489
35.7641,-78.7786
41.886177,-87.62955
41.6153,-87.5483
39.09603,-77.194254
39.1132,-94.6693
29.642558,-82.333002
32.262804,-110.944877
29.8754,-97.9404
40.769484,-73.957866
32.199776,-110.904544
30.6045,-96.3123
33.045243,-96.826824
38.309233,-122.479964
40.044043,-75.246735
34.0287,-118.4924
38.541961,-121.456471
32.7607,-117.0721
33.5531,-84.4003
32.075508,-81.090774
41.681198,-86.255357
31.5171,-97.1198
41.933572,-73.911381
32.635411,-96.900687
32.22068,-81.261406
38.7802,-90.6228
42.336113,-71.135129
42.370149,-71.108065
33.69162,-117.990943
30.248127,-81.782268
39.164567,-94.501891
27.4072,-82.5303
45.774253,-108.521227
39.738289,-104.858789
41.13665,-95.890388
25.6694,-80.4085
42.2736,-85.5457
33.004963,-117.094212
32.215,-110.7758
36.0104,-115.2073
36.1093,-95.8506
32.088974,-81.304836
47.702137,-122.324867
40.028999,-75.159126
30.2713,-97.7426
32.621442,-116.998888
32.796683,-96.77141
44.829144,-93.428136
30.2148,-92.3777
47.62608,-122.342682
34.5261,-82.6304
40.475101,-79.932297
33.2734,-97.2675
38.036007,-84.493906
42.34018,-71.142483
42.409754,-71.12875
34.131708,-118.193205
35.598003,-77.327836
36.13322,-79.749838
33.717721,-116.23594
32.326887,-95.2458
41.897932,-87.631452
35.2512,-79.536
40.7321,-74.066
34.009145,-118.438046
39.394153,-77.436619
41.94128,-87.642488
34.070011,-117.583285
42.378286,-71.106383
33.50619,-112.094707
37.0768,-76.4967
40.719892,-73.95362
44.841234,-122.874699
47.849008,-122.247149
33.389478,-111.939625
31.946158,-106.370009
35.150337,-106.681924
29.530732,-98.550882
41.6418,-83.4714
41.894732,-87.640935
33.1499,-96.8241
32.225076,-110.949246
40.719083,-73.985074
36.152,-115.1092
31.845204,-106.567567
41.011414,-80.345013
38.543618,-121.742202
44.9684,-93.0488
43.207819,-88.282678
33.9291,-117.8845
47.625311,-122.326537
34.593844,-117.419161
40.700122,-73.916316
47.547907,-122.674749
36.2583,-115.1068
41.845204,-71.39401
42.38483,-71.119464
40.707169,-73.944904
26.684007,-81.965003
42.350655,-71.128571
42.343976,-71.071584
41.656587,-91.527283
40.674162,-73.947313
39.821359,-86.156545
41.888605,-71.348895
37.668,-97.3591
32.2468,-110.9222
44.040149,-123.083535
34.757448,-92.44572
26.1848,-80.2406
33.3917,-111.9249
47.21482,-122.18586
41.238028,-77.014332
37.8071,-122.2851
45.014877,-123.021255
44.932924,-123.022498
33.62466,-84.461822
38.8902,-76.9376
39.791193,-105.050411
42.366286,-71.059794
45.522255,-122.493267
42.368422,-71.248389
38.44364,-122.702351
29.567937,-98.457887
44.161775,-94.004392
32.243275,-110.860796
42.3347,-71.0375
33.8766,-117.9551
37.67653,-121.876184
32.861464,-117.218971
47.675111,-122.268036
37.987732,-84.498886
44.084919,-89.115901
33.4665,-111.9984
41.883331,-87.809558
40.6784,-73.9211
39.905687,-105.004663
34.0584,-117.6665
42.351922,-71.085493
33.5761,-112.2344
46.355725,-94.793601
40.682427,-73.937933
41.892694,-87.618263
38.258178,-122.074761
33.4665,-111.9984
38.7233,-121.4497
40.395261,-86.837032
40.626841,-75.374388
35.119979,-106.524189
40.688546,-73.916488
47.686891,-117.422175
25.9571,-80.1814
38.928333,-76.956687
41.974878,-87.655254
33.727445,-117.790411
41.453458,-82.174874
48.3151,-122.6374
39.7851,-86.1595
41.888996,-87.64745
39.852753,-84.111356
47.668061,-122.315147
36.014255,-115.120583
37.669002,-120.94986
43.2058,-77.6521
28.3318,-82.2446
37.533688,-122.034588
32.2474,-110.9491
40.686984,-73.959682
45.523623,-122.689433
32.1707,-110.9719
46.733949,-117.174103
32.2468,-110.9222
38.917723,-77.097169
41.873276,-87.663073
34.079111,-118.389916
40.439696,-79.887986
41.943432,-87.663855
37.772606,-122.147788
25.7539,-80.2253
32.781931,-96.79736
40.844934,-96.695609
29.5042,-98.5697
30.429674,-97.696261
40.677253,-73.958051
41.7212,-93.5682
32.7783,-117.1335
42.466277,-83.65336
42.3535,-71.1329
33.708892,-116.23394
26.189739,-80.116388
38.563202,-121.432909
39.983072,-82.817988
45.6418,-122.6251
40.709434,-111.834276
38.655907,-90.551183
39.052216,-96.814849
41.553117,-93.580516
31.120119,-97.900975
34.216483,-77.936183
37.274195,-121.846611
43.039351,-89.3979
33.5623,-112.0559
41.9033,-87.6336
42.3478,-71.1566
38.876785,-91.942756
36.14446,-115.298102
47.19722,-121.979272
29.7247,-95.3625
46.9206,-122.588
33.6115,-84.3745
36.800549,-119.738076
28.5725,-81.1219
43.078001,-73.776
32.9756,-80.1831
41.820367,-71.395724
30.228518,-97.72311
39.674661,-104.762646
34.423642,-119.287812
40.685971,-73.926676
33.3794,-112.0283
44.953838,-122.980438
42.42352,-71.090126
39.9046,-82.9703
41.188214,-85.091944
40.201888,-85.372966
30.269603,-81.564258
29.734682,-95.503035
41.884544,-87.634007
42.347827,-71.138703
47.602099,-117.490206
33.730118,-118.290204
46.0646,-122.9671
34.106708,-117.902895
33.652239,-117.66011
34.409327,-119.716996
34.409293,-118.457528
34.071712,-118.286969
47.64629,-117.472747
38.954119,-76.982102
41.3214,-74.5529
35.395077,-118.976612
36.448075,-76.331291
35.126439,-90.014046
32.96,-96.8385
45.145363,-87.601547
42.520579,-82.908801
42.365518,-71.036381
37.773167,-122.396669
36.071094,-115.304646
29.8754,-97.9404
40.00818,-105.258759
39.3357,-84.3149
32.3472,-111.0419
44.940929,-93.265114
35.9631,-78.9315
36.1433,-115.2004
41.8712,-87.6277
38.923399,-94.558835
32.742705,-117.170709
32.2127,-110.8829
42.293405,-85.598495
38.580295,-121.484264
38.408255,-122.887788
37.75374,-122.249424
32.781232,-96.796388
45.511558,-122.680334
40.2418,-74.6962
29.7594,-95.3594
26.693,-81.9125
42.34634,-71.12811
42.346841,-71.134114
33.4717,-82.0834
32.8906,-111.754
40.092206,-83.078034
39.171107,-75.5099
33.770794,-117.96967
33.4491,-112.1972
42.268788,-83.284711
36.020503,-115.047283
33.213998,-117.325262
40.7918,-73.9448
34.177654,-103.364954
32.773394,-97.061788
32.646423,-114.545485
46.793346,-92.101972
40.678543,-73.949679
39.7683,-105.0493
41.770599,-72.685937
35.852,-78.6841
47.641104,-122.373619
38.767767,-77.498434
30.27897,-81.745529
33.46418,-112.172484
30.405908,-91.0371
29.7477,-95.603
40.7664,-74.1695
37.137712,-93.288079
42.278388,-71.022084
36.064505,-79.819255
41.885896,-87.634046
33.135197,-117.119553
41.264243,-96.041687
41.968531,-87.711057
33.129398,-117.331047
32.814959,-96.827438
33.673753,-111.906978
33.9418,-84.0706
40.755517,-74.045318
41.9033,-87.6336
29.5334,-98.4975
38.551184,-121.720409
47.557021,-122.286235
33.192833,-117.279512
38.952029,-94.730352
41.95349,-87.680511
29.6954,-95.3562
40.7229,-73.8473
41.933797,-87.639554
36.900199,-93.932147
40.71617,-74.038755
40.695951,-73.937631
41.463183,-75.59495
35.49209,-97.756941
42.350773,-71.078177
21.2811,-157.8266
26.23674,-80.17446
31.764341,-106.412885
38.790988,-77.52142
42.354205,-71.186479
41.912682,-71.391495
39.946388,-75.171778
39.2946,-76.6252
39.984355,-105.252053
36.837833,-76.085709
40.6068,-75.4781
38.2441,-104.6278
30.213566,-81.548252
39.540393,-105.000386
26.1502,-80.2745
40.7095,-73.9563
34.3985,-118.5535
42.351154,-71.131447
47.614557,-122.316706
32.518481,-95.3577
37.5158,-77.5047
35.8478,-86.3647
37.696861,-121.92009
40.7443,-73.9781
34.0425,-84.0262
32.93745,-97.241578
32.5449,-93.7038
40.000495,-105.255931
44.960122,-93.290448
38.557059,-90.023088
36.1008,-115.1365
40.374749,-86.894774
41.8383,-71.4377
40.6278,-122.353
36.845977,-76.098602
42.0425,-91.677
41.3174,-122.324
42.662941,-84.549301
44.167701,-93.88344
34.6046,-85.9067
39.0323,-94.47
42.353172,-71.062525
27.7391,-82.6435
25.775835,-80.134977
40.451723,-80.078009
40.7681,-74.0208
35.5866,-77.3485
42.0294,-88.298311
40.496568,-80.056877
38.752142,-90.229554
42.341814,-71.148633
35.082033,-80.84521
42.986129,-71.480347
27.491434,-82.530331
42.12473,-80.107937
29.5189,-98.6006
32.808403,-117.064377
40.044618,-82.958043
43.153383,-77.657697
40.122905,-88.19653
46.602908,-112.022077
44.786343,-93.598838
42.243308,-89.029834
44.9347,-93.1651
33.552918,-112.053383
41.898897,-87.663479
41.888996,-87.64745
42.424235,-71.089513
31.2029,-97.9301
34.606897,-98.427157
32.307398,-106.734281
38.835629,-77.239938
41.955932,-87.645855
33.954612,-118.44141
31.772178,-106.334453
42.515,-90.6819
27.989589,-82.304571
38.843059,-76.999497
39.955889,-82.855099
34.194537,-118.876793
41.06222,-82.717717
38.673274,-121.276273
26.7197,-80.1248
32.644575,-83.644626
42.356282,-71.114208
34.5563,-117.3528
42.354641,-71.072122
40.719892,-73.95362
40.7374,-73.7951
40.9177,-73.895
40.6772,-111.8133
41.2616,-95.8251
43.051595,-87.893286
32.8215,-80.0568
29.6709,-95.5866
41.655676,-83.546133
42.96206,-85.65103
33.759453,-117.992631
36.144,-80.2376
35.080046,-106.624568
33.5145,-117.7084
41.3333,-96.0458
37.989,-119.1234
39.95234,-75.16379
29.4597,-98.6555
39.772197,-86.103072
37.630668,-122.036678
35.523257,-97.505379
47.6421,-117.1977
41.973831,-87.664856
38.658827,-121.366612
40.855711,-96.710676
42.347713,-71.133213
33.022714,-97.005039
33.206909,-117.389687
25.762325,-80.191715
47.250288,-122.457089
26.130484,-80.38463
40.408636,-79.899472
36.107446,-86.725655
42.342178,-71.116905
47.647465,-117.581177
38.56739,-90.265658
34.4132,-118.426
45.501102,-122.70765
47.705265,-122.283137
40.86828,-73.924223
42.366286,-71.059794
36.2022,-119.338
37.991656,-121.34154
44.457111,-88.021774
25.785332,-80.135263
41.646177,-70.207619
42.806334,-83.720074
38.916431,-77.041948
34.201004,-118.574276
40.303,-76.8862
27.9085,-82.7568
43.673381,-70.285545
25.742052,-80.446976
48.752963,-122.479899
38.9898,-76.5501
34.064437,-118.452784
46.999101,-122.79253
42.357332,-71.190509
41.7561,-72.720739
32.7466,-117.1636
32.856302,-79.921846
41.898412,-87.62073
47.8049,-122.2855
34.065608,-117.674041
39.091816,-84.390664
40.7692,-74.2355
47.307195,-122.586436
40.693864,-73.929702
42.118255,-77.037095
47.214525,-122.481701
38.8539,-76.8891
45.015786,-93.243788
42.253924,-83.661074
30.232606,-81.92739
30.2907,-97.7648
33.825845,-118.010073
36.151835,-115.310633
30.385768,-91.081978
35.183525,-101.869869
36.69329,-121.653784
42.358726,-71.128331
36.194123,-115.219932
36.1232,-115.0902
39.006468,-92.3183
39.032119,-77.418251
40.696031,-73.943526
42.923702,-82.643945
32.255322,-110.909595
39.756224,-84.178994
41.937832,-87.644654
36.1149,-115.2161
27.988585,-80.617096
41.967707,-87.670941
39.988406,-105.087455
34.0448,-118.2434
33.513417,-112.183972
31.873093,-102.332604
37.288074,-121.987805
32.239675,-110.913459
42.3478,-71.1566
42.3126,-71.1115
32.717779,-114.621799
46.3946,-117.0645
38.7783,-121.23146
35.2213,-89.9413
34.185,-118.7669
38.654053,-121.355171
36.20401,-115.131397
32.9123,-117.0898
38.8377,-76.798
36.099741,-115.238857
40.729745,-74.034613
40.764534,-74.241275
34.649732,-106.386452
39.120889,-94.720181
37.995261,-121.292747
37.308972,-120.497618
45.482778,-122.851003
34.431567,-118.559046
37.802341,-122.416921
41.32679,-72.105202
39.1991,-84.5251
28.4522,-81.4678
34.0906,-118.3788
42.59606,-83.447385
37.053345,-76.397359
38.3849,-82.5036
32.279375,-110.940997
40.81207,-73.936021
34.141849,-118.133942
37.456138,-122.138931
33.874304,-84.491192
30.327982,-97.739744
40.826094,-96.708215
41.952432,-87.677656
35.9086,-90.7848
36.738621,-119.734726
37.537244,-77.416792
38.8033,-90.2065
30.2214,-81.5571
42.341512,-71.154456
42.642904,-83.29309
34.076352,-118.273756
39.7982,-84.3211
29.6562,-98.4967
31.114384,-97.739548
28.038804,-82.510629
37.054282,-120.866565
42.414839,-82.952442
35.9331,-84.0761
25.9388,-80.3165
37.3163,-121.9356
40.030457,-75.217296
25.7867,-80.18
37.133858,-80.55464
44.645078,-72.878083
41.843206,-87.783474
36.1433,-115.2004
29.6896,-95.5106
40.8035,-74.1891
42.35313,-71.155337
40.57713,-73.841858
42.33973,-71.157878
42.33986,-71.11772
39.342246,-76.602313
37.599722,-77.368323
30.330088,-97.681096
38.852,-104.7735
42.347827,-71.138703
36.0218,-78.9478
28.0772,-82.4455
40.705809,-74.215114
45.532879,-122.68574
29.7738,-95.598
42.3478,-71.1566
40.615133,-122.387018
28.028976,-82.094092
40.852,-73.9129
40.722671,-73.982964
40.768073,-73.985403
43.0356,-89.4526
47.64972,-122.205241
28.493173,-81.438345
42.343701,-71.145487
42.352719,-71.146509
33.938114,-118.291707
34.081063,-117.676125
32.834145,-117.097571
41.714663,-81.300035
39.1263,-86.5769
47.712191,-117.393905
34.156278,-118.466563
33.657319,-117.980425
34.8664,-118.3409
39.987856,-75.154531
33.654022,-117.893643
35.043691,-94.63747
33.3813,-86.7046
37.9625,-121.2624
34.220816,-119.067206
33.684825,-84.238149
41.9229,-87.6483
39.028911,-94.429882
43.202892,-72.369604
40.178611,-75.538731
39.670347,-85.138439
41.434946,-73.422987
39.004378,-92.334702
38.888093,-94.780254
30.378799,-91.137085
45.0639,-93.3022
33.857626,-84.346236
47.919105,-122.240546
40.7262,-73.9796
34.04753,-118.359243
41.041718,-73.539991
43.851381,-88.847749
34.022513,-118.215605
36.708026,-76.237094
37.535713,-122.26279
40.708224,-74.014382
33.47782,-112.168919
42.360354,-71.120736
33.5251,-81.9394
42.392533,-71.126464
48.769155,-122.411613
30.2908,-81.632
25.813,-80.232
33.6315,-112.052
42.156787,-89.736328
38.6946,-121.2692
33.6013,-111.8867
32.792975,-115.57482
40.0365,-75.1451
32.927816,-96.786165
40.105827,-85.668193
39.655415,-104.87051
36.225681,-115.062137
42.347957,-71.135961
35.420751,-97.449813
30.307392,-97.723217
35.014005,-85.223438
39.718371,-104.807859
33.647296,-117.641237
47.624592,-117.369633
33.8482,-84.3582
29.5334,-98.4975
37.337741,-121.983793
34.062627,-118.441428
42.303,-85.1304
38.4797,-121.4438
37.2117,-93.299
40.7925,-77.8523
43.287041,-77.919131
42.353198,-71.134034
40.76619,-73.984161
39.9788,-75.1262
40.475012,-79.927576
41.953905,-87.671757
36.86396,-76.135395
40.401291,-105.091052
42.391868,-71.111638
35.246723,-94.625974
40.7763,-73.911
35.930952,-84.069099
41.218921,-73.061678
37.568836,-122.334181
40.648081,-74.187787
26.684906,-81.88547
30.459,-90.9027
32.800532,-97.268229
42.595126,-114.479613
29.5054,-98.6688
32.96,-96.8385
32.392,-99.7746
39.5502,-119.7178
29.577592,-98.621524
39.8977,-86.1797
